domain,map_name,random_point_iteration,start_position,end_position,wight,solution_size,num_of_gen_nodes,num_of_expanded_nodes
Pancake,9,1,"3.0, 0.0, 2.0, 6.0, 5.0, 4.0, 7.0, 8.0, 1.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1,8,4739,719
Pancake,9,1,"3.0, 0.0, 2.0, 6.0, 5.0, 4.0, 7.0, 8.0, 1.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",2,11,8844,1346
Pancake,9,1,"3.0, 0.0, 2.0, 6.0, 5.0, 4.0, 7.0, 8.0, 1.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",3,17,297,43
Pancake,9,1,"3.0, 0.0, 2.0, 6.0, 5.0, 4.0, 7.0, 8.0, 1.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",4,17,211,30
Pancake,9,1,"3.0, 0.0, 2.0, 6.0, 5.0, 4.0, 7.0, 8.0, 1.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",5,17,183,26
Pancake,9,2,"6.0, 0.0, 3.0, 2.0, 1.0, 7.0, 5.0, 8.0, 4.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1,12,8333,1253
Pancake,9,2,"6.0, 0.0, 3.0, 2.0, 1.0, 7.0, 5.0, 8.0, 4.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",2,14,2198,327
Pancake,9,2,"6.0, 0.0, 3.0, 2.0, 1.0, 7.0, 5.0, 8.0, 4.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",3,17,3256,503
Pancake,9,2,"6.0, 0.0, 3.0, 2.0, 1.0, 7.0, 5.0, 8.0, 4.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",4,22,4844,745
Pancake,9,2,"6.0, 0.0, 3.0, 2.0, 1.0, 7.0, 5.0, 8.0, 4.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",5,19,5976,938
Pancake,9,2,"6.0, 0.0, 3.0, 2.0, 1.0, 7.0, 5.0, 8.0, 4.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",6,20,2601,396
Pancake,9,2,"6.0, 0.0, 3.0, 2.0, 1.0, 7.0, 5.0, 8.0, 4.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",7,19,2303,348
Pancake,9,2,"6.0, 0.0, 3.0, 2.0, 1.0, 7.0, 5.0, 8.0, 4.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",8,23,2764,424
Pancake,9,2,"6.0, 0.0, 3.0, 2.0, 1.0, 7.0, 5.0, 8.0, 4.0, ","8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",9,23,1135,169
