domain,map_name,random_point_iteration,start_position,end_position,wight,solution_size,num_of_gen_nodes,num_of_expanded_nodes
maze,brc505d.map,1,"row=45,col=166","row=107,col=53",1,175,8435,8181
maze,brc505d.map,1,"row=45,col=166","row=107,col=53",2,175,395,179
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",1,309,23420,23182
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",2,309,21829,16636
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",3,315,26841,18774
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",4,321,27183,19517
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",5,319,27710,20076
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",6,319,27858,20686
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",7,319,27602,21025
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",8,329,27931,21461
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",9,329,27581,21592
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",10,329,27663,21772
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",11,329,27905,21921
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",12,341,27454,22179
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",13,339,27573,22365
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",14,339,27442,22513
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",15,335,27429,22572
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",16,335,27181,22596
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",17,329,27290,22592
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",18,329,27049,22592
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",19,345,27269,22762
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",20,341,27284,22858
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",21,341,27165,22835
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",22,329,27204,22766
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",23,335,27062,22852
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",24,329,26939,22857
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",25,329,26848,22873
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",26,357,26920,22981
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",27,357,26665,22966
maze,brc505d.map,2,"row=72,col=2","row=84,col=189",28,357,26846,22987
