domain,map_name,random_point_iteration,start_position,end_position,wight,solution_size,num_of_gen_nodes,num_of_expanded_nodes
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",1,152,4874,4660
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",2,156,381,183
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",3,156,376,180
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",4,160,362,171
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",5,160,350,166
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",6,160,349,165
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",7,160,349,165
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",8,160,349,165
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",9,160,349,165
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",10,160,349,165
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",11,160,349,165
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",12,160,349,165
maze,brc000d.map,1,"row=104,col=115","row=197,col=174",13,160,348,164
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",1,261,10674,10413
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",2,261,732,325
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",3,267,685,299
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",4,271,672,292
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",5,271,662,286
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",6,273,654,284
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",7,275,652,284
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",8,275,652,283
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",9,275,652,282
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",10,275,652,282
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",11,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",12,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",13,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",14,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",15,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",16,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",17,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",18,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",19,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",20,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",21,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",22,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",23,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",24,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",25,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",26,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",27,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",28,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",29,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",30,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",31,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",32,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",33,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",34,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",35,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",36,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",37,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",38,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",39,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",40,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",41,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",42,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",43,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",44,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",45,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",46,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",47,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",48,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",49,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",50,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",51,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",52,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",53,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",54,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",55,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",56,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",57,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",58,275,650,280
maze,brc000d.map,2,"row=164,col=249","row=98,col=54",59,275,649,279
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",1,172,4846,4552
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",2,174,484,204
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",3,174,479,200
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",4,174,486,202
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",5,174,488,203
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",6,174,488,203
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",7,174,491,205
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",8,174,491,205
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",9,174,491,205
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",10,174,492,206
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",11,176,480,196
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",12,176,480,196
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",13,176,480,196
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",14,176,480,196
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",15,176,484,198
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",16,176,484,198
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",17,176,484,198
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",18,176,484,198
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",19,176,484,198
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",20,176,484,198
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",21,176,484,198
maze,brc000d.map,4,"row=34,col=134","row=179,col=161",22,176,485,199
maze,brc000d.map,5,"row=107,col=168","row=211,col=169",1,111,971,767
maze,brc000d.map,5,"row=107,col=168","row=211,col=169",2,111,311,111
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",1,124,2758,2558
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",2,124,432,237
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",3,124,427,197
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",4,124,420,193
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",5,124,394,180
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",6,124,387,183
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",7,124,403,190
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",8,124,404,190
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",9,124,405,191
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",10,124,399,190
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",11,124,399,190
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",12,124,405,195
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",13,124,407,196
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",14,124,410,198
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",15,124,416,202
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",16,124,416,202
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",17,124,418,203
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",18,124,418,203
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",19,124,420,205
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",20,124,421,206
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",21,124,421,206
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",22,124,2092,1475
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",23,124,2139,1510
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",24,124,2164,1529
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",25,124,2185,1559
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",26,124,2210,1581
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",27,124,2238,1602
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",28,124,2273,1619
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",29,124,2282,1633
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",30,124,2306,1665
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",31,124,2329,1685
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",32,124,2347,1704
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",33,124,2362,1717
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",34,124,2377,1733
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",35,124,2377,1746
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",36,124,2384,1755
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",37,124,2431,1766
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",38,124,2460,1788
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",39,124,2448,1797
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",40,124,2454,1803
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",41,124,2462,1811
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",42,124,2459,1819
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",43,124,2466,1825
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",44,124,2472,1833
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",45,124,2484,1844
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",46,124,2500,1860
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",47,124,2508,1867
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",48,124,2516,1873
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",49,124,2545,1883
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",50,124,2551,1889
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",51,124,2554,1892
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",52,124,2558,1897
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",53,124,2572,1910
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",54,124,2584,1920
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",55,124,2588,1925
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",56,124,2592,1928
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",57,124,2592,1928
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",58,124,2603,1936
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",59,124,2608,1939
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",60,124,2608,1939
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",61,124,2615,1948
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",62,124,2619,1950
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",63,124,2622,1952
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",64,124,2634,1960
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",65,124,2636,1962
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",66,124,2639,1964
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",67,124,2640,1966
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",68,124,2642,1968
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",69,124,2647,1974
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",70,124,2650,1978
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",71,124,2655,1982
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",72,124,2654,1983
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",73,124,2645,1989
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",74,124,2666,1992
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",75,124,2669,1995
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",76,124,2673,1999
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",77,124,2674,2000
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",78,124,2680,2007
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",79,124,2680,2007
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",80,124,2680,2008
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",81,124,2682,2010
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",82,124,2682,2013
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",83,124,2686,2016
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",84,124,2672,2020
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",85,124,2678,2026
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",86,124,2686,2033
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",87,124,2685,2034
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",88,124,2692,2040
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",89,124,2691,2042
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",90,124,2694,2044
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",91,124,2691,2043
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",92,124,2690,2044
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",93,124,2692,2046
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",94,124,2689,2048
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",95,124,2689,2048
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",96,124,2689,2048
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",97,124,2690,2049
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",98,124,2693,2051
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",99,124,2694,2051
maze,brc000d.map,6,"row=166,col=174","row=169,col=77",100,124,2696,2053
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",1,126,2820,2635
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",2,130,449,231
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",3,130,384,181
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",4,132,375,173
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",5,132,373,171
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",6,136,367,168
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",7,136,358,162
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",8,136,358,162
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",9,136,357,161
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",10,138,344,153
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",11,138,334,145
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",12,138,334,145
maze,brc000d.map,7,"row=93,col=124","row=188,col=141",13,138,333,144
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",1,183,9106,8875
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",2,185,1078,649
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",3,189,1309,879
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",4,189,1471,1062
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",5,201,1704,1269
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",6,259,1535,1217
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",7,259,1447,1162
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",8,259,1430,1125
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",9,259,1406,1099
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",10,259,1392,1074
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",11,259,1373,1055
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",12,259,1358,1040
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",13,259,1339,1021
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",14,259,1325,1009
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",15,259,1301,997
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",16,259,1285,989
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",17,259,1270,979
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",18,259,1261,974
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",19,259,1252,968
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",20,259,1245,967
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",21,259,1238,962
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",22,259,1228,953
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",23,259,1224,952
maze,brc000d.map,8,"row=83,col=165","row=12,col=53",24,261,1241,952
