,domain,map_name,random_point_iteration,start_position,end_position,wight,solution_size,num_of_gen_nodes,num_of_expanded_nodes,sol / c*,expanded_star
0,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",1,152,4874,4660,1.0,1.0
1,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",2,156,381,183,1.0263157894736843,0.03927038626609442
2,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",3,156,376,180,1.0263157894736843,0.03862660944206009
3,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",4,160,362,171,1.0526315789473684,0.036695278969957085
4,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",5,160,350,166,1.0526315789473684,0.035622317596566526
5,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",6,160,349,165,1.0526315789473684,0.03540772532188841
6,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",7,160,349,165,1.0526315789473684,0.03540772532188841
7,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",8,160,349,165,1.0526315789473684,0.03540772532188841
8,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",9,160,349,165,1.0526315789473684,0.03540772532188841
9,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",10,160,349,165,1.0526315789473684,0.03540772532188841
10,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",11,160,349,165,1.0526315789473684,0.03540772532188841
11,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",12,160,349,165,1.0526315789473684,0.03540772532188841
12,maze,brc000d.map,1,"row=104,col=115","row=197,col=174",13,160,348,164,1.0526315789473684,0.0351931330472103
13,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",1,261,10674,10413,1.0,1.0
14,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",2,261,732,325,1.0,0.031210986267166042
15,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",3,267,685,299,1.0229885057471264,0.02871410736579276
16,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",4,271,672,292,1.0383141762452108,0.028041870738499952
17,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",5,271,662,286,1.0383141762452108,0.02746566791510612
18,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",6,273,654,284,1.0459770114942528,0.027273600307308174
19,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",7,275,652,284,1.053639846743295,0.027273600307308174
20,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",8,275,652,283,1.053639846743295,0.0271775665034092
21,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",9,275,652,282,1.053639846743295,0.027081532699510226
22,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",10,275,652,282,1.053639846743295,0.027081532699510226
23,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",11,275,650,280,1.053639846743295,0.02688946509171228
24,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",12,275,650,280,1.053639846743295,0.02688946509171228
25,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",13,275,650,280,1.053639846743295,0.02688946509171228
26,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",14,275,650,280,1.053639846743295,0.02688946509171228
27,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",15,275,650,280,1.053639846743295,0.02688946509171228
28,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",16,275,650,280,1.053639846743295,0.02688946509171228
29,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",17,275,650,280,1.053639846743295,0.02688946509171228
30,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",18,275,650,280,1.053639846743295,0.02688946509171228
31,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",19,275,650,280,1.053639846743295,0.02688946509171228
32,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",20,275,650,280,1.053639846743295,0.02688946509171228
33,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",21,275,650,280,1.053639846743295,0.02688946509171228
34,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",22,275,650,280,1.053639846743295,0.02688946509171228
35,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",23,275,650,280,1.053639846743295,0.02688946509171228
36,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",24,275,650,280,1.053639846743295,0.02688946509171228
37,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",25,275,650,280,1.053639846743295,0.02688946509171228
38,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",26,275,650,280,1.053639846743295,0.02688946509171228
39,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",27,275,650,280,1.053639846743295,0.02688946509171228
40,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",28,275,650,280,1.053639846743295,0.02688946509171228
41,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",29,275,650,280,1.053639846743295,0.02688946509171228
42,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",30,275,650,280,1.053639846743295,0.02688946509171228
43,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",31,275,650,280,1.053639846743295,0.02688946509171228
44,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",32,275,650,280,1.053639846743295,0.02688946509171228
45,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",33,275,650,280,1.053639846743295,0.02688946509171228
46,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",34,275,650,280,1.053639846743295,0.02688946509171228
47,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",35,275,650,280,1.053639846743295,0.02688946509171228
48,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",36,275,650,280,1.053639846743295,0.02688946509171228
49,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",37,275,650,280,1.053639846743295,0.02688946509171228
50,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",38,275,650,280,1.053639846743295,0.02688946509171228
51,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",39,275,650,280,1.053639846743295,0.02688946509171228
52,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",40,275,650,280,1.053639846743295,0.02688946509171228
53,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",41,275,650,280,1.053639846743295,0.02688946509171228
54,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",42,275,650,280,1.053639846743295,0.02688946509171228
55,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",43,275,650,280,1.053639846743295,0.02688946509171228
56,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",44,275,650,280,1.053639846743295,0.02688946509171228
57,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",45,275,650,280,1.053639846743295,0.02688946509171228
58,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",46,275,650,280,1.053639846743295,0.02688946509171228
59,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",47,275,650,280,1.053639846743295,0.02688946509171228
60,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",48,275,650,280,1.053639846743295,0.02688946509171228
61,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",49,275,650,280,1.053639846743295,0.02688946509171228
62,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",50,275,650,280,1.053639846743295,0.02688946509171228
63,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",51,275,650,280,1.053639846743295,0.02688946509171228
64,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",52,275,650,280,1.053639846743295,0.02688946509171228
65,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",53,275,650,280,1.053639846743295,0.02688946509171228
66,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",54,275,650,280,1.053639846743295,0.02688946509171228
67,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",55,275,650,280,1.053639846743295,0.02688946509171228
68,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",56,275,650,280,1.053639846743295,0.02688946509171228
69,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",57,275,650,280,1.053639846743295,0.02688946509171228
70,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",58,275,650,280,1.053639846743295,0.02688946509171228
71,maze,brc000d.map,2,"row=164,col=249","row=98,col=54",59,275,649,279,1.053639846743295,0.02679343128781331
72,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",1,172,4846,4552,1.0,1.0
73,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",2,174,484,204,1.0116279069767442,0.04481546572934974
74,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",3,174,479,200,1.0116279069767442,0.043936731107205626
75,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",4,174,486,202,1.0116279069767442,0.04437609841827768
76,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",5,174,488,203,1.0116279069767442,0.044595782073813706
77,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",6,174,488,203,1.0116279069767442,0.044595782073813706
78,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",7,174,491,205,1.0116279069767442,0.045035149384885766
79,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",8,174,491,205,1.0116279069767442,0.045035149384885766
80,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",9,174,491,205,1.0116279069767442,0.045035149384885766
81,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",10,174,492,206,1.0116279069767442,0.04525483304042179
82,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",11,176,480,196,1.0232558139534884,0.04305799648506151
83,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",12,176,480,196,1.0232558139534884,0.04305799648506151
84,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",13,176,480,196,1.0232558139534884,0.04305799648506151
85,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",14,176,480,196,1.0232558139534884,0.04305799648506151
86,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",15,176,484,198,1.0232558139534884,0.043497363796133566
87,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",16,176,484,198,1.0232558139534884,0.043497363796133566
88,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",17,176,484,198,1.0232558139534884,0.043497363796133566
89,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",18,176,484,198,1.0232558139534884,0.043497363796133566
90,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",19,176,484,198,1.0232558139534884,0.043497363796133566
91,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",20,176,484,198,1.0232558139534884,0.043497363796133566
92,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",21,176,484,198,1.0232558139534884,0.043497363796133566
93,maze,brc000d.map,4,"row=34,col=134","row=179,col=161",22,176,485,199,1.0232558139534884,0.04371704745166959
94,maze,brc000d.map,5,"row=107,col=168","row=211,col=169",1,111,971,767,1.0,1.0
95,maze,brc000d.map,5,"row=107,col=168","row=211,col=169",2,111,311,111,1.0,0.14471968709256844
96,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",1,124,2758,2558,1.0,1.0
97,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",2,124,432,237,1.0,0.0926505082095387
98,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",3,124,427,197,1.0,0.07701329163408913
99,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",4,124,420,193,1.0,0.07544956997654417
100,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",5,124,394,180,1.0,0.07036747458952307
101,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",6,124,387,183,1.0,0.07154026583268178
102,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",7,124,403,190,1.0,0.07427677873338545
103,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",8,124,404,190,1.0,0.07427677873338545
104,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",9,124,405,191,1.0,0.0746677091477717
105,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",10,124,399,190,1.0,0.07427677873338545
106,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",11,124,399,190,1.0,0.07427677873338545
107,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",12,124,405,195,1.0,0.07623143080531665
108,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",13,124,407,196,1.0,0.0766223612197029
109,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",14,124,410,198,1.0,0.07740422204847537
110,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",15,124,416,202,1.0,0.07896794370602032
111,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",16,124,416,202,1.0,0.07896794370602032
112,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",17,124,418,203,1.0,0.07935887412040657
113,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",18,124,418,203,1.0,0.07935887412040657
114,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",19,124,420,205,1.0,0.08014073494917905
115,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",20,124,421,206,1.0,0.08053166536356529
116,maze,brc000d.map,6,"row=166,col=174","row=169,col=77",21,124,421,206,1.0,0.08053166536356529
