,domain,map_name,random_point_iteration,start_position,end_position,wight,solution_size,num_of_gen_nodes,num_of_expanded_nodes,sol / c*,expanded_star
0,maze,brc501d.map,1,"row=38,col=169","row=150,col=184",1,127,2705,2461,1.0,1.0
1,maze,brc501d.map,1,"row=38,col=169","row=150,col=184",2,127,347,127,1.0,0.05160503860219423
2,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",1,437,44902,44553,1.0,1.0
3,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",2,437,42925,30778,1.0,0.6908176778219199
4,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",3,447,38757,26995,1.022883295194508,0.6059075707584225
5,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",4,449,32959,23705,1.0274599542334095,0.5320629362781406
6,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",5,463,14004,10281,1.0594965675057209,0.2307588714564676
7,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",6,469,11612,8593,1.0732265446224256,0.19287141157722262
8,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",7,477,10838,7924,1.091533180778032,0.17785558772697685
9,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",8,477,9174,7004,1.091533180778032,0.15720602428568223
10,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",9,477,7957,6147,1.091533180778032,0.1379705070365632
11,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",10,477,7598,5870,1.091533180778032,0.13175319282652123
12,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",11,515,8154,6295,1.1784897025171626,0.1412923933292932
13,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",12,483,7268,5691,1.105263157894737,0.1277355060265302
14,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",13,515,7547,5941,1.1784897025171626,0.13334680043992547
15,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",14,515,6550,5283,1.1784897025171626,0.1185778735438691
16,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",15,525,6329,5149,1.2013729977116705,0.11557021973828922
17,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",16,519,5983,4880,1.1876430205949657,0.10953246694947591
18,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",17,519,5898,4808,1.1876430205949657,0.10791641415841806
19,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",18,519,5786,4718,1.1876430205949657,0.10589634816959577
20,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",19,513,5569,4543,1.173913043478261,0.10196844208021906
21,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",20,513,5518,4497,1.173913043478261,0.10093596390815433
22,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",21,517,5527,4524,1.1830663615560641,0.10154198370480103
23,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",22,517,5458,4472,1.1830663615560641,0.1003748344668148
24,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",23,517,5421,4459,1.1830663615560641,0.10008304715731825
25,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",24,517,5299,4361,1.1830663615560641,0.0978834197472673
26,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",25,521,5264,4343,1.1922196796338673,0.09747940654950284
27,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",26,521,5206,4299,1.1922196796338673,0.09649181873274527
28,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",27,519,5185,4277,1.1876430205949657,0.09599802482436648
29,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",28,519,5149,4249,1.1876430205949657,0.09536955985006622
30,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",29,519,5097,4208,1.1876430205949657,0.09444930756626939
31,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",30,519,5076,4190,1.1876430205949657,0.09404529436850492
32,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",31,519,5052,4172,1.1876430205949657,0.09364128117074047
33,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",32,521,5040,4158,1.1922196796338673,0.09332704868359033
34,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",33,521,5020,4131,1.1922196796338673,0.09272102888694364
35,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",34,531,5030,4142,1.2151029748283753,0.09296792584113303
36,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",35,527,4983,4111,1.205949656750572,0.09227212533387202
37,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",36,527,4960,4093,1.205949656750572,0.09186811213610756
38,maze,brc501d.map,2,"row=232,col=197","row=151,col=69",37,525,4918,4065,1.2013729977116705,0.09123964716180728
