domain,map_name,random_point_iteration,start_position,end_position,wight,solution_size,num_of_gen_nodes,num_of_expanded_nodes
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",1,5,568,186
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",2,5,500,147
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",3,5,374,97
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",4,5,374,97
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",5,5,304,77
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",6,5,304,73
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",7,5,304,73
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",8,5,304,73
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",9,5,434,106
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",10,5,434,106
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",11,5,434,106
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",12,5,674,172
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",13,5,674,172
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",14,5,674,172
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",15,5,937,246
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",16,5,937,246
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",17,5,937,246
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",18,5,991,272
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",19,5,991,272
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",20,5,991,272
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",21,5,1114,307
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",22,5,1114,307
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",23,5,1114,307
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",24,5,1367,374
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",25,5,1367,374
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",26,5,1367,374
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",27,5,1370,373
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",28,5,1370,373
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",29,5,1370,373
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",30,5,1515,401
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",31,5,1515,401
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",32,5,1515,401
topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",33,5,1759,458
