,domain,map_name,random_point_iteration,start_position,end_position,wight,solution_size,num_of_gen_nodes,num_of_expanded_nodes,sol / c*,expanded_star
0,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.0,11,369,46,1.0,1.0
1,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.05,11,369,46,1.0,1.0
2,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.1,11,369,46,1.0,1.0
3,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.15,11,273,34,1.0,0.7391304347826086
4,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.2000000000000002,11,241,30,1.0,0.6521739130434783
5,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.2500000000000002,12,244,31,1.0909090909090908,0.6739130434782609
6,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.3000000000000005,12,244,31,1.0909090909090908,0.6739130434782609
7,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.3500000000000003,12,244,31,1.0909090909090908,0.6739130434782609
8,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.4000000000000004,12,244,31,1.0909090909090908,0.6739130434782609
9,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.4500000000000004,12,244,31,1.0909090909090908,0.6739130434782609
10,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.5000000000000004,13,137,17,1.1818181818181819,0.3695652173913043
11,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.5500000000000005,13,137,17,1.1818181818181819,0.3695652173913043
12,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.6000000000000003,13,137,17,1.1818181818181819,0.3695652173913043
13,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.6500000000000006,13,137,17,1.1818181818181819,0.3695652173913043
14,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.7000000000000006,13,137,17,1.1818181818181819,0.3695652173913043
15,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.7500000000000009,13,137,17,1.1818181818181819,0.3695652173913043
16,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.8000000000000007,13,137,17,1.1818181818181819,0.3695652173913043
17,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.8500000000000008,13,137,17,1.1818181818181819,0.3695652173913043
18,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.9000000000000008,13,137,17,1.1818181818181819,0.3695652173913043
19,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.9500000000000008,13,137,17,1.1818181818181819,0.3695652173913043
20,Pancake,10,1,"0.0, 4.0, 6.0, 8.0, 3.0, 5.0, 2.0, 9.0, 7.0, 1.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",2.000000000000001,13,129,16,1.1818181818181819,0.34782608695652173
21,Pancake,10,2,"2.0, 9.0, 6.0, 4.0, 1.0, 5.0, 3.0, 7.0, 8.0, 0.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.0,11,2214,284,1.0,1.0
22,Pancake,10,2,"2.0, 9.0, 6.0, 4.0, 1.0, 5.0, 3.0, 7.0, 8.0, 0.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.05,11,2214,284,1.0,1.0
23,Pancake,10,2,"2.0, 9.0, 6.0, 4.0, 1.0, 5.0, 3.0, 7.0, 8.0, 0.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.1,11,2214,284,1.0,1.0
24,Pancake,10,2,"2.0, 9.0, 6.0, 4.0, 1.0, 5.0, 3.0, 7.0, 8.0, 0.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.15,11,1082,138,1.0,0.4859154929577465
25,Pancake,10,2,"2.0, 9.0, 6.0, 4.0, 1.0, 5.0, 3.0, 7.0, 8.0, 0.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.2000000000000002,11,388,49,1.0,0.17253521126760563
26,Pancake,10,2,"2.0, 9.0, 6.0, 4.0, 1.0, 5.0, 3.0, 7.0, 8.0, 0.0, ","9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.2500000000000002,11,272,34,1.0,0.11971830985915492
