,domain,map_name,random_point_iteration,start_position,end_position,wight,solution_size,num_of_gen_nodes,num_of_expanded_nodes,sol / c*,expanded_star
0,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.0,13,56912,5437,1.0,1.0
1,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.05,13,56912,5437,1.0,1.0
2,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.1,13,56912,5437,1.0,1.0
3,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.15,13,13250,1224,1.0,0.2251241493470664
4,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.2000000000000002,13,4946,454,1.0,0.08350193121206548
5,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.2500000000000002,13,1204,110,1.0,0.020231745447857274
6,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.3000000000000005,14,10126,942,1.0769230769230769,0.173257311017105
7,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.3500000000000003,14,1725,158,1.0769230769230769,0.029060143461467722
8,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.4000000000000004,14,1454,133,1.0769230769230769,0.024462019496045612
9,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.4500000000000004,14,1995,183,1.0769230769230769,0.03365826742688983
10,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.5000000000000004,14,3675,339,1.0769230769230769,0.062350560971123785
11,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.5500000000000005,14,3675,339,1.0769230769230769,0.062350560971123785
12,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.6000000000000003,15,1865,172,1.1538461538461537,0.0316350928821041
13,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.6500000000000006,15,1865,172,1.1538461538461537,0.0316350928821041
14,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.7000000000000006,15,1211,111,1.1538461538461537,0.02041567040647416
15,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.7500000000000009,15,832,76,1.1538461538461537,0.013978296854883207
16,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.8000000000000007,15,832,76,1.1538461538461537,0.013978296854883207
17,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.8500000000000008,15,832,76,1.1538461538461537,0.013978296854883207
18,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.9000000000000008,15,832,76,1.1538461538461537,0.013978296854883207
19,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.9500000000000008,15,832,76,1.1538461538461537,0.013978296854883207
20,Pancake,13,1,"1.0, 6.0, 10.0, 9.0, 5.0, 8.0, 4.0, 2.0, 3.0, 7.0, 0.0, 12.0, 11.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",2.000000000000001,14,221,20,1.0769230769230769,0.0036784991723376862
21,Pancake,13,2,"7.0, 3.0, 12.0, 4.0, 0.0, 1.0, 11.0, 9.0, 6.0, 10.0, 8.0, 5.0, 2.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.0,14,16071,1506,1.0,1.0
22,Pancake,13,2,"7.0, 3.0, 12.0, 4.0, 0.0, 1.0, 11.0, 9.0, 6.0, 10.0, 8.0, 5.0, 2.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.05,14,16071,1506,1.0,1.0
23,Pancake,13,2,"7.0, 3.0, 12.0, 4.0, 0.0, 1.0, 11.0, 9.0, 6.0, 10.0, 8.0, 5.0, 2.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.1,14,9933,925,1.0,0.6142098273572377
24,Pancake,13,2,"7.0, 3.0, 12.0, 4.0, 0.0, 1.0, 11.0, 9.0, 6.0, 10.0, 8.0, 5.0, 2.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.15,14,2721,251,1.0,0.16666666666666666
25,Pancake,13,2,"7.0, 3.0, 12.0, 4.0, 0.0, 1.0, 11.0, 9.0, 6.0, 10.0, 8.0, 5.0, 2.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.2000000000000002,14,1004,92,1.0,0.06108897742363878
26,Pancake,13,2,"7.0, 3.0, 12.0, 4.0, 0.0, 1.0, 11.0, 9.0, 6.0, 10.0, 8.0, 5.0, 2.0, ","12.0, 11.0, 10.0, 9.0, 8.0, 7.0, 6.0, 5.0, 4.0, 3.0, 2.0, 1.0, 0.0, ",1.2500000000000002,14,572,52,1.0,0.034528552456839307
