,domain,map_name,random_point_iteration,start_position,end_position,wight,solution_size,num_of_gen_nodes,num_of_expanded_nodes,sol / c*,expanded_star
0,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",1,5,568,186,1.0,1.0
1,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",2,5,500,147,1.0,0.7903225806451613
2,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",3,5,374,97,1.0,0.521505376344086
3,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",4,5,374,97,1.0,0.521505376344086
4,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",5,5,304,77,1.0,0.41397849462365593
5,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",6,5,304,73,1.0,0.3924731182795699
6,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",7,5,304,73,1.0,0.3924731182795699
7,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",8,5,304,73,1.0,0.3924731182795699
8,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",9,5,434,106,1.0,0.5698924731182796
9,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",10,5,434,106,1.0,0.5698924731182796
10,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",11,5,434,106,1.0,0.5698924731182796
11,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",12,5,674,172,1.0,0.9247311827956989
12,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",13,5,674,172,1.0,0.9247311827956989
13,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",14,5,674,172,1.0,0.9247311827956989
14,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",15,5,937,246,1.0,1.3225806451612903
15,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",16,5,937,246,1.0,1.3225806451612903
16,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",17,5,937,246,1.0,1.3225806451612903
17,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",18,5,991,272,1.0,1.4623655913978495
18,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",19,5,991,272,1.0,1.4623655913978495
19,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",20,5,991,272,1.0,1.4623655913978495
20,topSpin,7,1,"2.0, 6.0, 5.0, 0.0, 1.0, 3.0, 4.0","0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0",21,5,1114,307,1.0,1.6505376344086022
